Query	Subject	% Similarity	E Value	Length
TC_RS02165	CPn0347	87.5	1.1	24
TC_RS02170	CPn0582	83.87	0.28	31
TC_RS02170	CPn0062	88.0	0.28	25
TC_RS02175	CPn0552	100.0	0.083	18
TC_RS02180	CPn1034	95.83	0.21	24
TC_RS02185	CPn1049	95.24	0.75	21
TC_RS02185	CPn0716	83.78	0.75	37
TC_RS02185	CPn0614	91.3	0.75	23
TC_RS02185	CPn0538	95.24	0.75	21
TC_RS02185	CPn0476	86.67	0.75	30
TC_RS02185	CPn0451	89.29	0.75	28
TC_RS02185	CPn0082	100.0	0.75	18
TC_RS02190	CPn0852	82.35	0.21	34
TC_RS02195	CPn0504	95.0	0.34	20
TC_RS02195	CPn0328	100.0	0.34	17
TC_RS02200	CPn0170	66.34	3e-27	517
TC_RS02205	CPn0171	69.78	2.9999999999999995e-73	632
TC_RS02210	CPn0172	71.83	1.9999999999999995e-86	600
TC_RS02215	CPn0852	94.44	1.1	18
TC_RS02215	CPn0679	90.0	1.1	20
TC_RS02215	CPn0012	94.44	1.1	18
TC_RS04800	CPn0984	94.44	1.1	18
TC_RS04800	CPn0906	100.0	1.1	15
TC_RS04800	CPn0458	94.44	1.1	18
TC_RS02225	CPn0198	70.99	4e-08	131
TC_RS02230	CPn1041	90.48	0.97	21
TC_RS02230	CPn0607	90.48	0.97	21
TC_RS02230	CPn0578	100.0	0.97	16
TC_RS02230	CPn0141	100.0	0.97	16
TC_RS02230	CPn0123	94.74	0.97	19
TC_RS02235	CPn0227	69.26	2.0000000000000002e-29	296
TC_RS02240	CPn0228	68.97	3.9999999999999994e-73	696
TC_RS02245	CPn0229	76.74	2.0000000000000002e-11	86
TC_RS02250	CPn0751	95.0	0.16	20
TC_RS02250	CPn0513	88.0	0.16	25
TC_RS02250	CPn0321	100.0	0.16	17
TC_RS02255	CPn0231	73.53	1e-10	102
TC_RS02260	CPnt07	100.0	2e-33	74
TC_RS02265	CPnt08	100.0	5.9999999999999997e-33	73
TC_RS02270	CPn0234	73.63	1.9999999999999996e-63	402
TC_RS02275	CPn0573	100.0	2.4	15
TC_RS02275	CPn0310	82.14	2.4	28
TC_RS02275	CPn0301	90.0	2.4	20
TC_RS02280	CPn0236	68.33	9.999999999999998e-166	1607
TC_RS02285	CPn0237	76.92	5.0000000000000005e-25	143
TC_RS02290	CPn0238	70.2	0.0	1483
TC_RS02295	CPn0239	66.46	3e-31	480
TC_RS02300	CPn0075	94.74	0.78	19
TC_RS02305	CPn0273	86.21	0.013000000000000001	29
TC_RS02310	CPn0274	73.76	0.0	2428
TC_RS02315	CPn0275	73.75	0.0	2434
TC_RS02320	CPn0697	84.0	1.1	25
TC_RS02320	CPn0498	100.0	1.1	15
TC_RS02325	CPn0649	100.0	0.62	16
TC_RS02330	CPn0219	70.75	9e-109	858
TC_RS02335	CPn0286	73.67	0.0	1371
TC_RS02340	CPn0927	81.25	0.28	32
TC_RS02340	CPn0293	88.0	0.28	25
TC_RS02345	CPn0214	85.71	0.026000000000000002	28
TC_RS02350	CPn0194	65.36	2.9999999999999994e-57	1022
TC_RS02355	CPn0195	81.67	3e-09	60
TC_RS02360	CPn0199	67.76	6.999999999999999e-78	912
TC_RS02365	CPn0200	70.44	4.9999999999999994e-79	636
TC_RS02370	CPn0201	65.23	3e-31	650
TC_RS02375	CPn0202	68.17	6.999999999999999e-39	443
TC_RS02380	CPn0206	71.91	4.9999999999999994e-110	737
TC_RS02385	CPn0207	72.86	0.0	1393
TC_RS02390	CPn0208	68.0	9.999999999999999e-134	1450
TC_RS02395	CPn0799	87.5	0.73	24
TC_RS02395	CPn0441	87.5	0.73	24
TC_RS02395	CPn0283	94.74	0.73	19
TC_RS02395	CPn0113	94.74	0.73	19
TC_RS02395	CPn0104	100.0	0.73	16
TC_RS02400	CPn0160	66.76	7.999999999999999e-112	1402
TC_RS02405	CPnt06	95.95	4.0000000000000003e-29	74
TC_RS02410	CPnt05	100.0	5.9999999999999997e-33	73
TC_RS02415	CPn0154	63.9	1e-18	615
TC_RS02420	CPn0153	70.2	0.0	2265
TC_RS02425	CPn0138	66.95	7e-48	708
TC_RS02430	CPn0139	66.78	4e-34	575
TC_RS02435	CPn0140	64.36	4e-07	404
TC_RS02440	CPn0141	67.25	6e-27	400
TC_RS02445	CPn0852	81.82	1.5	33
TC_RS02445	CPn0803	90.48	1.5	21
TC_RS02445	CPn0684	94.74	1.5	19
TC_RS02445	CPn0290	87.5	1.5	24
TC_RS02445	CPn0012	91.3	1.5	23
TC_RS02450	CPn1057	94.74	0.15	19
TC_RS02450	CPn0283	84.62	0.15	26
TC_RS02455	CPn0281	71.25	3.999999999999999e-145	1026
TC_RS02460	CPn0282	72.28	0.0	1367
TC_RS02465	CPn0261	69.13	4.999999999999999e-72	677
TC_RS02470	CPn1046	95.0	0.67	20
TC_RS02470	CPn0884	100.0	0.67	17
TC_RS02470	CPn0479	95.0	0.67	20
TC_RS02470	CPn0078	100.0	0.67	17
TC_RS02475	CPn0198	91.67	0.018000000000000002	24
TC_RS02480	CPn0265	70.45	0.0001	88
TC_RS02485	CPn0264	66.81	2e-30	479
TC_RS02490	CPn0263	73.83	7.999999999999998e-153	856
TC_RS02495	CPnt12	98.65	7e-32	74
TC_RS02500	CPnt11	100.0	5.9999999999999997e-33	73
TC_RS02510	CPn0324	88.0	0.15	25
TC_RS02515	CPn0431	91.67	0.015	24
TC_RS02520	CPn0005	90.0	0.58	20
TC_RS02525	CPn0804	87.5	0.44	24
TC_RS02525	CPn0601	100.0	0.44	16
TC_RS02525	CPn0498	90.48	0.44	21
TC_RS02525	CPn0454	94.74	0.44	19
TC_RS02525	CPn0126	90.48	0.44	21
TC_RS02525	CPn0089	84.62	0.44	26
TC_RS02525	CPn0027	78.05	0.44	41
TC_RS02530	CPn0881	90.91	0.1	22
TC_RS02535	CPn0963	95.0	0.15	20
TC_RS02540	CPn0914	90.91	0.13	22
TC_RS02545	CPn0289	69.4	5.9999999999999996e-55	536
TC_RS02550	CPn0290	67.37	9.999999999999996e-128	1422
TC_RS04805	CPn0078	94.74	0.3	19
TC_RS02560	CPn0287	95.0	0.13	20
TC_RS02565	CPn0293	65.09	8.999999999999999e-95	1736
TC_RS02570	CPn0021	90.48	0.36	21
TC_RS02575	CPn0295	79.33	5e-47	208
TC_RS02580	CPn0296	67.51	1e-53	668
TC_RS02585	CPn0297	66.79	1e-62	843
TC_RS02590	CPn0298	70.44	9.999999999999997e-125	971
TC_RS02595	CPn0299	68.71	3e-30	342
TC_RS02600	CPn0300	69.93	0.0	2305
TC_RS02605	CPn0301	68.98	1e-34	374
TC_RS02610	CPn0302	69.12	7e-110	991
TC_RS02615	CPn0781	100.0	0.026000000000000002	19
TC_RS02615	CPn0189	95.83	0.026000000000000002	24
TC_RS02620	CPn0304	70.97	5.999999999999998e-130	944
TC_RS02625	CPn0305	73.35	3.999999999999999e-163	968
TC_RS02630	CPn0306	71.21	1.9999999999999994e-111	799
TC_RS02635	CPn0307	70.93	0.0	2432
TC_RS02640	CPn0663	86.96	1.0	23
TC_RS02645	CPn0309	70.08	9.999999999999996e-160	1260
TC_RS02650	CPn0310	67.57	9.999999999999996e-176	1986
TC_RS02655	CPn0458	100.0	0.21	17
TC_RS02660	CPn0399	64.4	9.999999999999999e-23	573
TC_RS02665	CPn0400	70.31	6e-14	192
TC_RS04810	CPn0502	100.0	3.1	13
TC_RS04810	CPn0022	100.0	3.1	13
TC_RS02670	CPn1049	100.0	1.2	15
TC_RS02670	CPn0890	94.44	1.2	18
TC_RS02670	CPn0751	90.0	1.2	20
TC_RS02670	CPn0680	85.19	1.2	27
TC_RS02670	CPn0317	100.0	1.2	15
TC_RS02670	CPn0251	84.0	1.2	25
TC_RS02670	CPn0014	100.0	1.2	15
TC_RS02675	CPn0394	66.05	1e-62	913
TC_RS02680	CPn0395	68.03	2.9999999999999997e-115	1195
TC_RS02685	CPn0396	64.79	2e-35	764
TC_RS02690	CPn0397	65.36	2.9999999999999995e-36	739
TC_RS02695	CPn0409	70.56	4e-52	445
TC_RS02700	CPn0410	68.72	6e-58	585
TC_RS02705	CPn0144	90.48	0.69	21
TC_RS02705	CPn0003	94.74	0.69	19
TC_RS02710	CPn1010	89.66	0.013000000000000001	29
TC_RS02715	CPn0413	67.66	1.9999999999999997e-139	1506
TC_RS02720	CPn0414	76.74	0.0	976
TC_RS02725	CPn0415	65.12	9e-08	258
TC_RS02730	CPn0416	80.84	1.9999999999999997e-73	287
TC_RS02735	CPn0417	63.67	7e-14	556
TC_RS02740	CPn0418	65.34	9.999999999999999e-32	626
TC_RS02745	CPn0892	100.0	0.97	15
TC_RS02745	CPn0618	94.44	0.97	18
TC_RS02745	CPn0467	100.0	0.97	15
TC_RS02745	CPn0396	90.0	0.97	20
TC_RS02745	CPn0013	100.0	0.97	15
TC_RS02750	CPn0419	67.06	4.999999999999999e-153	1846
TC_RS02755	CPn0420	69.26	9e-20	231
TC_RS02760	CPn0421	66.55	6.999999999999998e-59	876
TC_RS02765	CPn0422	74.86	1.9999999999999996e-63	354
TC_RS02770	CPn0423	74.34	8.999999999999998e-66	378
TC_RS02775	CPn0424	75.5	0.0	1310
TC_RS02780	CPn0425	77.67	7e-44	215
TC_RS02785	CPn0929	100.0	0.17	17
TC_RS02790	CPn0427	69.85	0.0	1466
TC_RS02795	CPn0428	69.59	2e-35	342
TC_RS02800	CPn0429	74.03	3.9999999999999996e-110	643
TC_RS02805	CPn0430	72.46	6.999999999999999e-102	650
TC_RS02810	CPn0433	70.34	3e-08	145
TC_RS02815	CPn0434	67.23	1e-53	775
TC_RS02820	CPn0435	77.36	6.999999999999999e-17	106
TC_RS02825	CPn0436	65.51	2.9999999999999996e-24	490
TC_RS02830	CPn0437	75.58	0.0	2457
TC_RS02835	CPn0438	66.52	9.999999999999999e-69	920
TC_RS02840	CPn0905	90.91	0.43	22
TC_RS02840	CPn0328	88.0	0.43	25
TC_RS02840	CPn0288	100.0	0.43	17
TC_RS02840	CPn0136	95.45	0.43	22
TC_RS02845	CPn0062	74.1	1e-18	139
TC_RS02850	CPn0061	66.72	2e-50	685
TC_RS02855	CPn0841	100.0	5.3	14
TC_RS02855	CPn0771	94.12	5.3	17
TC_RS02855	CPn0675	94.12	5.3	17
TC_RS02855	CPn0624	100.0	5.3	14
TC_RS02855	CPn0557	89.47	5.3	19
TC_RS02855	CPn0457	83.33	5.3	24
TC_RS02855	CPn0150	89.47	5.3	19
TC_RS02860	CPn0059	68.46	8e-35	390
TC_RS02865	CPn0058	74.81	1.9999999999999995e-148	794
TC_RS02870	CPn0057	68.26	2e-56	586
TC_RS02875	CPn0056	64.36	4e-46	1198
TC_RS02880	CPn0946	100.0	1.4	15
TC_RS02880	CPn0926	100.0	1.4	15
TC_RS02880	CPn0846	100.0	1.4	15
TC_RS02880	CPn0565	94.44	1.4	18
TC_RS02880	CPn0329	90.0	1.4	20
TC_RS02880	CPn0041	90.0	1.4	20
TC_RS02885	CPn0054	66.51	2e-44	639
TC_RS02890	CPn0053	70.93	6.999999999999997e-143	1039
TC_RS02895	CPn0281	84.62	0.65	26
TC_RS02905	CPn0209	100.0	0.29	16
TC_RS02910	CPn0095	67.74	5.999999999999998e-72	775
TC_RS02915	CPn0094	70.94	0.0	2443
TC_RS02920	CPn0093	64.89	5.9999999999999995e-05	225
TC_RS02925	CPn0092	74.58	6.9999999999999995e-74	413
TC_RS02930	CPn0091	64.85	9.999999999999997e-80	1630
TC_RS02935	CPn0090	64.83	2.0000000000000002e-24	600
TC_RS02940	CPn0089	76.53	0.0	1308
TC_RS02945	CPn0088	73.42	0.0	1776
TC_RS02950	CPn0087	68.15	9.999999999999999e-69	807
TC_RS02955	CPn0086	70.37	2.9999999999999997e-67	594
TC_RS02960	CPn0085	67.9	4e-41	458
TC_RS02965	CPn0084	70.37	2e-17	189
TC_RS02970	CPn0083	74.31	9.999999999999996e-177	973
TC_RS02975	CPn0082	79.15	0.0	4173
TC_RS02980	CPn0081	78.43	0.0	3759
TC_RS02985	CPn0080	82.19	9.999999999999999e-109	393
TC_RS02990	CPn0079	76.32	2.999999999999999e-104	511
TC_RS02995	CPn0078	76.73	3.999999999999999e-149	692
TC_RS03000	CPn0077	78.17	2.999999999999999e-97	426
TC_RS03005	CPn0076	80.62	1.9999999999999995e-145	547
TC_RS03010	CPn0075	71.86	1.0000000000000001e-24	199
TC_RS03015	CPnt03	94.52	2e-27	73
TC_RS03020	CPn0074	82.28	0.0	1185
TC_RS03025	CPnt02	95.83	4e-28	72
TC_RS03030	CPn0073	78.73	1e-48	221
TC_RS03035	CPn0449	88.89	0.02	27
TC_RS03040	CPn0071	74.14	1e-14	116
TC_RS03045	CPn0023	89.29	0.012	28
TC_RS03050	CPnt01	87.67	2.0000000000000002e-20	73
TC_RS03055	CPn1063	90.91	0.79	22
TC_RS03055	CPn0973	90.91	0.79	22
TC_RS03055	CPn0453	90.91	0.79	22
TC_RS03060	CPn0445	90.91	0.16	22
TC_RS03065	CPn1063	67.56	4.0000000000000004e-11	225
TC_RS03070	CPn1062	70.25	3.999999999999999e-96	753
TC_RS03075	CPn1060a	73.38	2.0000000000000002e-20	154
TC_RS03080	CPn0858	90.91	0.066	22
TC_RS03085	CPn1060	66.22	4.9999999999999995e-102	1566
TC_RS03090	CPn0097	68.81	3.999999999999999e-153	1446
TC_RS03095	CPn0096	64.7	1.9999999999999997e-112	2368
TC_RS03100	CPn0040	71.98	2.999999999999999e-84	596
TC_RS03105	CPn0039	70.0	9.999999999999999e-32	290
TC_RS03110	CPn0038	68.67	3.999999999999999e-71	715
TC_RS03115	CPn0037	76.34	2.0000000000000002e-21	131
TC_RS03120	CPn0036	87.5	4e-07	40
TC_RS03125	CPn0036	77.78	5e-09	72
TC_RS03130	CPn1004	90.91	0.4	22
TC_RS03130	CPn0787	90.91	0.4	22
TC_RS03135	CPn0033	70.1	0.0	1983
TC_RS03140	CPn0032	76.29	0.0	1185
TC_RS03145	CPn0031	82.49	1e-46	177
TC_RS03150	CPn0030	66.46	2e-18	322
TC_RS03155	CPn0027	73.95	0.0	2457
TC_RS03160	CPn0153	90.91	0.091	22
TC_RS03165	CPn0025	70.32	1.9999999999999998e-110	913
TC_RS03170	CPn0024	68.04	4e-56	607
TC_RS03175	CPn0023	75.19	0.0	1552
TC_RS03180	CPn0022	71.91	2e-06	89
TC_RS03185	CPn0021	68.77	2e-18	253
TC_RS03190	CPn0020	67.72	2.999999999999999e-92	1010
TC_RS03195	CPn1066	76.5	1e-43	234
TC_RS03200	CPn1067	65.51	3e-22	461
TC_RS03205	CPn1059	68.91	5e-54	534
TC_RS03210	CPn1058	69.28	9.999999999999999e-69	651
TC_RS03215	CPn1057	66.71	2e-56	850
TC_RS03220	CPnt38	88.1	3e-25	84
TC_RS03225	CPn0924	90.91	0.079	22
TC_RS03230	CPn1055	90.91	0.13	22
TC_RS03235	CPn0194	95.24	0.043	21
TC_RS03240	CPn0074	95.0	0.16	20
TC_RS03245	CPn1050	66.36	0.22	107
TC_RS03250	CPn1049	67.31	5e-18	312
TC_RS03255	CPn1048	64.57	5.999999999999999e-28	669
TC_RS03260	CPn1057	85.71	0.66	28
TC_RS03260	CPn0680	100.0	0.66	16
TC_RS03260	CPn0230	94.74	0.66	19
TC_RS03265	CPn0715	95.45	0.037000000000000005	22
TC_RS03270	CPn1039	67.01	2e-17	291
TC_RS03275	CPn0651	100.0	0.14	17
TC_RS03280	CPn1037	64.24	7.0000000000000006e-34	1032
TC_RS03285	CPn1036	71.03	3.9999999999999995e-31	290
TC_RS03290	CPn0981	100.0	1.3	16
TC_RS03290	CPn0737	90.48	1.3	21
TC_RS03295	CPn1034	64.98	9e-06	217
TC_RS03300	CPn1033	64.35	9.999999999999999e-32	805
TC_RS03305	CPn1032	79.48	3.999999999999999e-142	575
TC_RS03310	CPn1031	71.12	0.0	1354
TC_RS03315	CPn1030	68.98	9.999999999999998e-114	1038
TC_RS03320	CPn1028	72.48	3.999999999999999e-151	963
TC_RS03325	CPn0148	100.0	0.11	16
TC_RS03330	CPn1025	66.42	2.999999999999999e-72	1069
TC_RS03335	CPn0478	69.91	9.999999999999996e-128	1090
TC_RS03340	CPn0479	65.35	2.0000000000000002e-20	531
TC_RS03345	CPn0482	69.62	3.9999999999999995e-54	497
TC_RS03350	CPn0484	66.56	1e-43	631
TC_RS03355	CPn0974	100.0	1.9	14
TC_RS03355	CPn0799	89.47	1.9	19
TC_RS03355	CPn0728	100.0	1.9	14
TC_RS03355	CPn0288	100.0	1.9	14
TC_RS03355	CPn0150	94.12	1.9	17
TC_RS03355	CPn0055	100.0	1.9	14
TC_RS03360	CPn0458	90.91	0.19	22
TC_RS03360	CPn0298	85.19	0.19	27
TC_RS03365	CPn0927	88.0	0.41	25
TC_RS03365	CPn0906	83.33	0.41	30
TC_RS03365	CPn0487	81.25	0.41	32
TC_RS03365	CPn0487	78.38	0.41	37
TC_RS03370	CPn0488	68.14	4e-25	295
TC_RS03375	CPn0489	73.08	3.999999999999999e-137	832
TC_RS03380	CPn0489	81.25	0.055999999999999994	32
TC_RS03385	CPn0490	66.07	1e-35	560
TC_RS03390	CPn0497	69.42	5e-17	206
TC_RS03395	CPn0491	69.88	5.9999999999999986e-93	777
TC_RS03400	CPn0495	66.32	1e-37	570
TC_RS03405	CPn0496	69.32	2e-34	352
TC_RS03410	CPn0663	85.71	1.0	28
TC_RS03410	CPn0499	84.62	1.0	26
TC_RS03410	CPn0034	100.0	1.0	16
TC_RS03415	CPn0500	67.8	3.999999999999999e-160	1680
TC_RS03420	CPn0501	66.77	2.9999999999999994e-77	1008
TC_RS03425	CPn0502	74.18	9.999999999999997e-80	457
TC_RS03430	CPn0503	77.25	0.0	1974
TC_RS03435	CPn0504	69.28	0.0	1784
TC_RS03440	CPn0525	76.82	7.999999999999998e-165	768
TC_RS04740	CPns02	81.88	3.999999999999999e-76	298
TC_RS03445	CPn0526	66.67	6.999999999999998e-59	819
TC_RS03450	CPn0527	75.51	5.999999999999999e-137	690
TC_RS03455	CPn0528	71.88	1.9999999999999992e-175	1202
TC_RS03460	CPn0529	77.32	1e-37	194
TC_RS03465	CPn0530	68.26	2e-38	482
TC_RS03470	CPn0531	70.44	2e-45	389
TC_RS03475	CPn0532	67.78	4e-09	180
TC_RS03480	CPn0533	75.98	8.999999999999999e-92	458
TC_RS03485	CPn0534	76.14	5.9999999999999986e-74	373
TC_RS03490	CPn0535	70.21	5.9999999999999995e-12	141
TC_RS03495	CPn0536	67.88	9e-123	1323
TC_RS03500	CPn0966	68.61	4.999999999999999e-113	1201
TC_RS03505	CPn0965	65.01	8.999999999999999e-36	846
TC_RS03510	CPn0674	95.45	0.063	22
TC_RS03515	CPn0540	65.1	1e-33	811
TC_RS03520	CPn0540	68.25	1e-05	126
TC_RS03525	CPnt15	97.7	9e-38	87
TC_RS03530	CPn0541	67.06	5.0000000000000005e-22	337
TC_RS03535	CPn0542	68.46	5.999999999999999e-20	260
TC_RS03540	CPn0543	67.8	1.9999999999999997e-72	820
TC_RS03545	CPn0544	68.78	3.9999999999999993e-106	977
TC_RS03550	CPn0545	76.95	1e-48	243
TC_RS03555	CPn0546	69.48	9.999999999999999e-32	308
TC_RS03560	CPnt16	97.26	3e-30	73
TC_RS03565	CPn0506	74.92	7.999999999999999e-113	602
TC_RS04815	CPn0508	75.16	5e-26	161
TC_RS03570	CPn0509	68.35	9e-16	237
TC_RS03575	CPn0510	69.69	2e-59	574
TC_RS03580	CPn0511	70.97	5e-43	341
TC_RS03585	CPn0512	70.04	0.0	1622
TC_RS04820	CPn0543	95.83	0.0003	24
TC_RS03590	CPn0513	67.28	1e-81	975
TC_RS03595	CPn0514	69.23	2.9999999999999997e-05	104
TC_RS03600	CPn0274	94.74	0.61	19
TC_RS03605	CPn0518	76.87	0.0	882
TC_RS03610	CPn0945	84.0	2.5	25
TC_RS03610	CPn0827	100.0	2.5	15
TC_RS03610	CPn0555	90.0	2.5	20
TC_RS03610	CPn0413	100.0	2.5	15
TC_RS03610	CPn0239	90.0	2.5	20
TC_RS03615	CPn0520	78.04	5.9999999999999985e-127	551
TC_RS03620	CPn0521	72.79	0.0	1496
TC_RS03625	CPn0872	84.0	2.1	25
TC_RS03625	CPn0808	100.0	2.1	15
TC_RS03625	CPn0615	100.0	2.1	15
TC_RS03625	CPn0328	100.0	2.1	15
TC_RS03625	CPn0129	84.0	2.1	25
TC_RS03630	CPn0547	69.09	5e-51	495
TC_RS03635	CPn0548	84.62	2e-09	52
TC_RS03640	CPn0549	82.39	2.9999999999999992e-89	318
TC_RS03645	CPn0550	79.05	0.0	2091
TC_RS03650	CPn0551	76.79	1.9999999999999995e-100	474
TC_RS03655	CPn0552	79.51	9.000000000000001e-91	371
TC_RS03660	CPn0938	100.0	0.006999999999999999	19
TC_RS03665	CPn0555	70.97	0.0	1371
TC_RS03670	CPn0548	90.48	0.4	21
TC_RS03670	CPn0462	85.19	0.4	27
TC_RS03670	CPn0293	90.48	0.4	21
TC_RS03675	CPn0285	100.0	0.054000000000000006	17
TC_RS03680	CPn0557	74.2	0.0	1411
TC_RS03685	CPn0828	100.0	0.23	16
TC_RS03690	CPn0293	95.24	0.015	21
TC_RS03695	CPn0560	72.53	0.0	1467
TC_RS03700	CPn0561	70.56	8.999999999999999e-42	377
TC_RS03705	CPn0563	63.88	1e-46	1437
TC_RS03710	CPn0564	66.77	0.0	2314
TC_RS03715	CPn0681	90.48	0.28	21
TC_RS03720	CPn0566	74.35	5.999999999999999e-52	308
TC_RS03725	CPn0567	68.07	1e-36	429
TC_RS03730	CPn0568	67.47	4e-53	621
TC_RS03735	CPn0569	77.27	0.013999999999999999	44
TC_RS03740	CPn0570	69.98	0.0	1609
TC_RS03745	CPn0571	67.75	2.9999999999999997e-115	1256
TC_RS03750	CPn1071	91.3	0.23	23
TC_RS03755	CPn0573	73.26	2.999999999999999e-119	718
TC_RS03760	CPn0575	72.64	4e-65	424
TC_RS03765	CPn0575a	72.32	9.999999999999998e-152	990
TC_RS03770	CPn0577	72.93	1e-35	266
TC_RS03775	CPn0578	76.27	4e-05	59
TC_RS03780	CPn1040	80.95	0.048	42
TC_RS03785	CPn0580	68.35	6.999999999999998e-71	733
TC_RS03790	CPn0581	76.25	1e-09	80
TC_RS03795	CPn0582	75.0	0.047	48
TC_RS03800	CPnt17	95.18	7e-33	83
TC_RS03805	CPn0821	95.0	0.081	20
TC_RS03810	CPn0584	66.89	1e-43	595
TC_RS03815	CPn0586	70.34	9.999999999999999e-126	981
TC_RS03820	CPnt18	97.3	9e-31	74
TC_RS03825	CPn0817	91.3	0.039	23
TC_RS03825	CPn0479	95.24	0.039	21
TC_RS03830	CPn0589	70.0	6e-14	160
TC_RS03835	CPn0590	67.44	3e-23	347
TC_RS03840	CPnt19	100.0	9e-38	82
TC_RS03850	CPn0591	68.44	4e-61	640
TC_RS03855	CPn0592	81.4	4e-05	43
TC_RS03860	CPn0593	73.91	2e-08	92
TC_RS03865	CPn0594	66.54	1.9999999999999998e-32	532
TC_RS03870	CPn0595	69.45	8.999999999999997e-96	851
TC_RS03875	CPn0900	100.0	1.6	15
TC_RS03875	CPn0856	90.0	1.6	20
TC_RS03875	CPn0602	79.41	1.6	34
TC_RS03875	CPn0434	100.0	1.6	15
TC_RS03875	CPn0066	90.0	1.6	20
TC_RS03880	CPn0597	72.97	2e-126	777
TC_RS03885	CPn0598	67.59	1.9999999999999995e-131	1487
TC_RS03890	CPn0599	71.53	0.0	1735
TC_RS03895	CPn0688	67.5	2.9999999999999997e-05	160
TC_RS03900	CPn0043	91.67	0.013999999999999999	24
TC_RS03905	CPn0900	84.62	0.31	26
TC_RS03905	CPn0016	90.48	0.31	21
TC_RS03910	CPn0602	70.51	8.999999999999999e-115	868
TC_RS03915	CPn0603	69.48	1e-10	154
TC_RS03920	CPn0604	70.01	2.9999999999999994e-81	677
TC_RS03925	CPn0605	67.12	2e-25	368
TC_RS03930	CPn0606	67.22	1e-53	717
TC_RS03935	CPn0607	68.89	9.999999999999999e-134	1292
TC_RS03940	CPn0101	95.0	0.061	20
TC_RS03945	CPn0610	76.41	0.0	1255
TC_RS03950	CPn0611	66.5	2.9999999999999995e-36	615
TC_RS03955	CPn0612	69.41	9.999999999999999e-124	1069
TC_RS03960	CPn0613	65.09	9e-20	487
TC_RS03965	CPn0614	65.38	5.999999999999998e-88	1430
TC_RS03970	CPn0615	67.65	9.999999999999999e-33	405
TC_RS03975	CPnt20	98.88	8e-39	89
TC_RS04825	CPn0438	90.0	0.51	20
TC_RS03980	CPn0616	68.35	8.999999999999998e-136	1346
TC_RS04830	CPn0373	100.0	0.23	15
TC_RS03985	CPn0617	70.01	0.0	1837
TC_RS03990	CPn0618	78.57	1e-16	98
TC_RS03995	CPn0619	76.98	1e-88	417
TC_RS04000	CPn0620	68.8	8e-18	234
TC_RS04005	CPn0621	68.47	7.000000000000001e-24	295
TC_RS04010	CPn0622	73.98	1e-28	196
TC_RS04015	CPnt21	97.59	1e-35	83
TC_RS04020	CPn0623	77.54	5e-60	285
TC_RS04025	CPn0624	72.66	9.999999999999997e-157	1013
TC_RS04030	CPn0625	77.01	9.999999999999999e-90	422
TC_RS04035	CPn0626	75.84	0.0	1134
TC_RS04040	CPn0627	80.35	9.999999999999999e-102	402
TC_RS04045	CPn0628	80.76	2.9999999999999997e-96	369
TC_RS04050	CPn0629	73.98	0.0	1376
TC_RS04055	CPn0630	74.76	5.999999999999999e-75	420
TC_RS04060	CPn0631	76.65	1.9999999999999998e-101	501
TC_RS04065	CPn0632	71.85	4e-50	373
TC_RS04070	CPn0633	76.22	1.9999999999999997e-113	555
TC_RS04075	CPn0634	75.56	2.9999999999999994e-77	401
TC_RS04080	CPn0635	77.35	5.999999999999998e-120	543
TC_RS04085	CPn0636	73.18	4e-37	261
TC_RS04090	CPn0637	81.03	6.999999999999999e-98	369
TC_RS04095	CPn0638	72.22	3e-31	234
TC_RS04100	CPn0639	73.06	3e-31	219
TC_RS04105	CPn0640	81.97	2.999999999999999e-116	416
TC_RS04110	CPn0641	78.1	9.999999999999997e-143	621
TC_RS04115	CPn0642	74.3	4.9999999999999994e-55	323
TC_RS04120	CPn0643	81.27	8.999999999999999e-70	267
TC_RS04125	CPn0644	75.29	3.999999999999999e-169	854
TC_RS04130	CPn0645	69.64	2e-34	336
TC_RS04135	CPn0646	70.9	9.999999999999997e-87	677
TC_RS04140	CPn0647	71.65	6.999999999999998e-95	649
TC_RS04145	CPn0999	100.0	0.23	17
TC_RS04150	CPn0649	68.6	1.9999999999999997e-73	726
TC_RS04155	CPn0650	71.94	1.9999999999999994e-96	645
TC_RS04160	CPn0651	74.17	2.9999999999999995e-73	422
TC_RS04165	CPn0652	68.95	8.999999999999998e-89	847
TC_RS04170	CPn0653	65.23	9e-16	394
TC_RS04175	CPn0654	75.08	2.9999999999999996e-60	333
TC_RS04180	CPn0655	70.81	1.9999999999999993e-95	716
TC_RS04185	CPn0657	66.27	6e-18	338
TC_RS04190	CPn0658	77.47	4.999999999999998e-161	719
TC_RS04195	CPnt22	96.43	2e-34	84
TC_RS04200	CPn0659	68.5	6e-22	254
TC_RS04205	CPn0660	69.67	2e-43	422
TC_RS04210	CPn0661	69.44	6.999999999999999e-64	576
TC_RS04215	CPn0662	73.4	0.0	1733
TC_RS04220	CPn0663	67.47	9.999999999999997e-103	1165
TC_RS04225	CPn0665	73.55	0.0	1346
TC_RS04230	CPn0666	69.99	0.0	3412
TC_RS04235	CPn0780	100.0	0.81	16
TC_RS04235	CPns02	84.62	0.81	26
TC_RS04240	CPn0667	73.11	3e-13	119
TC_RS04245	CPn0668	68.22	4.9999999999999997e-23	321
